name,value,similarity,value_rank,similarity_rank
TiNiSn,0.362358717,0.7163482904434204,70.0,58.0
Ba0.3Sr0.6La0.1TiO3,0.356678749,0.6846503615379333,71.0,145.0
SrTi0.8Nb0.2O3,0.337735156,0.7066676616668701,72.0,88.0
La3Te3.65Sb0.35,0.330553514,0.7183151245117188,73.0,54.0
Mg2Si0.999Bi0.001,0.322249944,0.722449004650116,74.0,46.0
Ca4.95Na0.05Al2Sb6,0.317966897,0.6649357080459595,75.0,174.0
Ca2.4Na0.3Bi0.3Co4O9,0.315065412,0.68600994348526,76.0,143.0
Sr0.145Ga0.302Ge0.553,0.293999426,0.7137480974197388,77.0,69.0
La3Te3.8Sb0.2,0.281365063,0.6793211102485657,78.0,157.0
Bi1.2S1.2Ti2S4,0.277944192,0.7027278542518616,79.0,100.0
In1.8Ge0.2O3,0.277913956,0.6849151253700256,80.0,144.0
NbCo1.05Sn,0.27533795,0.7130030989646912,81.0,74.0
Pb1.8S1.8Ti2S4,0.274353006,0.6911343932151794,82.0,133.0
Mg2Si0.6Ge0.4Ag0.02,0.265043949,0.68345707654953,83.0,148.0
In1.9Ge0.1O3,0.262891577,0.6888265609741211,84.0,137.0
In1.94Ge0.06O3,0.242663763,0.7066026329994202,85.0,89.0
In1.994Ge0.006O3,0.242294205,0.6921276450157166,86.0,131.0
NbCo1.10Sn,0.242232068,0.7133179903030396,87.0,72.0
Ca2.7Bi0.3Co4O9,0.241256545,0.7082376480102539,88.0,85.0
In1.998Ge0.002O3,0.240031089,0.697012722492218,89.0,111.0
Sr0.146Ga0.285Ge0.569,0.239019646,0.7191246747970581,90.0,52.0
In1.985Ge0.015O3,0.231919011,0.6952926516532898,91.0,116.0
Zn0.95Al0.05O,0.227868794,0.6482650637626648,92.0,189.0
Ca2.7Na0.3Co4O9,0.226762625,0.6726561784744263,93.0,163.0
Sr0.147Ga0.298Ge0.555,0.223320108,0.7378137111663818,94.0,12.0
CaGd0.96Mn0.04O3,0.220343013,0.7429533004760742,95.0,4.0
Ba7SrAl16Si30,0.217595686,0.7065675854682922,96.0,90.0
Zn0.98Al0.02O,0.212496077,0.6563147306442261,97.0,182.0
La2.99Te4,0.199618299,0.7096197009086609,98.0,80.0
CaYb0.05Mn0.95O3,0.199082397,0.724385142326355,99.0,41.0
CeFe3.5Co0.5Sb13,0.198167011,0.634958028793335,100.0,194.0
Ba8Au5.59Si39.01,0.19673713,0.6983210444450378,101.0,108.0
Sr0.9La0.1TiO3,0.195461682,0.703650951385498,102.0,94.0
Cr1.3Mo6S8,0.188309984,0.7383996844291687,103.0,10.0
Sb2Te3,0.1875,0.7035229206085205,104.0,95.0
Ba8Au6.10Si38.97,0.177710375,0.7201765775680542,105.0,49.0
Mg2Si0.98Ag0.02,0.176754891,0.7135645747184753,106.0,71.0
Sr0.9Y0.1TiO3,0.174659813,0.7299619913101196,107.0,26.0
Mg1.95Ca0.05Si,0.168840415,0.7161337733268738,108.0,60.0
Ca0.9Y0.1MnO3,0.158857,0.7365678548812866,109.0,16.0
SrNd0.2Ti0.8O3,0.155117618,0.7146585583686829,110.0,66.0
CuRh0.9Mg0.1O2,0.152467292,0.7399570941925049,111.0,8.0
ZrNiSn0.98Sb0.02,0.151338494,0.7004543542861938,112.0,105.0
SrNd0.24Ti0.76O3,0.14946236,0.7238044738769531,113.0,44.0
Sr3Ti1.6Nb0.4O7,0.149317383,0.6703330278396606,114.0,165.0
SrDy0.08Ti0.92O3,0.148325495,0.722831130027771,115.0,45.0
CaMn0.98Nb0.02O3,0.144503757,0.7265295386314392,116.0,35.0
SrNd0.17Ti0.83O3,0.141466893,0.7006460428237915,117.0,104.0
Ca0.9Tb0.1MnO3,0.141281,0.7292467951774597,118.0,27.0
Ba0.4Sr0.6PbO3,0.139855751,0.7158609628677368,119.0,63.0
CaYb0.1Mn0.9O3,0.133018362,0.7272008061408997,120.0,32.0
Ca0.9Yb0.1MnO3,0.128986958,0.7208713889122009,121.0,48.0
NbCoSn,0.122572444,0.6719682216644287,122.0,164.0
CaGd0.94Mn0.06O3,0.121469186,0.7413315176963806,123.0,6.0
Ca0.9Bi0.1Mn0.9Nb0.1O3,0.120991889,0.7055101990699768,124.0,91.0
Mn1.3Mo6S8,0.119165632,0.6969060301780701,125.0,113.0
Mg1.9Ca0.1Si,0.113164591,0.6927506327629089,126.0,126.0
Sr2Ti0.8Nb0.2O4,0.108941406,0.6985524892807007,127.0,106.0
CeFe3.5Co0.5Sb12,0.10643673,0.6288355588912964,128.0,195.0
Ba0.6Sr0.4PbO3,0.105399534,0.7132241725921631,129.0,73.0
WO2.9,0.104674177,0.7306190729141235,130.0,22.0
Fe1.3Mo6S8,0.103044764,0.6930776238441467,131.0,123.0
Ba8Au5.14Si39.51,0.101322945,0.718229353427887,132.0,55.0
CaYb0.15Mn0.85O3,0.101172463,0.7358412146568298,133.0,18.0
Ca0.9Bi0.1MnO3,0.096459952,0.7305467128753662,134.0,24.0
ZrNi1.98Cu0.02Sn,0.093139486,0.6933611631393433,135.0,122.0
Zr0.94Y0.06NiSn0.96Sb0.04,0.092641543,0.6773567795753479,136.0,159.0
Ca0.98Bi0.02Mn0.98Nb0.02O3,0.091024352,0.6941208243370056,137.0,117.0
Ca3AlSb3,0.090317483,0.6886809468269348,138.0,138.0
CaMnO3,0.089158798,0.7373085618019104,139.0,14.0
Ca0.96Bi0.04Mn0.96Nb0.04O3,0.080246985,0.6928516030311584,140.0,125.0
Ca0.9Ho0.1MnO3,0.0770762,0.7110068202018738,141.0,76.0
Zn0.995Al0.005O,0.074607606,0.6539864540100098,142.0,184.0
Zn0.99Al0.01O,0.074061501,0.6570146679878235,143.0,181.0
In2O3,0.072577584,0.7245807647705078,144.0,40.0
Tl2SnTe5,0.067304238,0.6678634285926819,145.0,171.0
Li0.0242Ni0.9758O,0.063968983,0.7073262929916382,146.0,86.0
CaMn0.96Ru0.04O3,0.063883122,0.7277979850769043,147.0,29.0
Ca0.7Ho0.3MnO3,0.061941,0.7139842510223389,148.0,68.0
Fe0.978Co0.00196Si1.96Y0.04O0.06,0.060820992,0.6490067839622498,149.0,187.0
WO2.722,0.059798731,0.73514324426651,150.0,19.0
Ca5Al2Sb6,0.059326794,0.692356526851654,151.0,129.0
Ba0.8Sr0.2PbO3,0.055061518,0.716503381729126,152.0,56.0
Mg2Si0.994Bi0.006,0.051644691,0.7249276638031006,153.0,39.0
Ca0.7Tb0.3MnO3,0.0495538,0.7271683216094971,154.0,33.0
La0.95Sr0.05CoO3,0.048140749,0.6974408626556396,155.0,110.0
CuCr0.97Mg0.03O2,0.047104642,0.7364205718040466,156.0,17.0
Fe1.94Ti0.06O3,0.045042023,0.7164775133132935,157.0,57.0
Fe1.96Ti0.04O3,0.04224856,0.7095118165016174,158.0,83.0
SrNb0.15Ti0.85O3,0.041526869,0.7106596231460571,159.0,78.0
Ni2.0Mo6S8,0.039452953,0.6940947771072388,160.0,118.0
Fe1.96Sn0.04O3,0.038917217,0.7142742276191711,161.0,67.0
Sr1.6La0.4Nb2O7,0.038163333,0.6619603633880615,162.0,178.0
Fe0.998Co0.002Si2,0.037881951,0.7161322832107544,163.0,61.0
CuCr0.95Mg0.05O2,0.037136033,0.7327068448066711,164.0,21.0
Ca0.7Y0.3MnO3,0.0340102,0.7387042045593262,165.0,9.0
Ca0.9Nd0.1MnO3,0.03329024,0.7277466654777527,166.0,30.0
CuCr0.96Mg0.04O2,0.03041577,0.7399674654006958,167.0,7.0
BaPbO3,0.029357635,0.7034589648246765,168.0,96.0
Li0.0066Ni0.9944O,0.02826674,0.6968725919723511,169.0,114.0
K2Bi8Se13,0.027669081,0.6826741695404053,170.0,151.0
La0.98Sr0.02CoO3,0.026234732,0.705046534538269,171.0,93.0
Fe0.978Co0.00196Si1.96Y0.12O0.18,0.0225,0.6688404679298401,172.0,170.0
ZrNi0.76Co0.004Cu0.2Sn,0.018352111,0.6955873370170593,173.0,115.0
Li0.0024Ni0.9976O,0.017497599,0.7112597823143005,174.0,75.0
La0.99Sr0.01CoO3,0.016495189,0.698485255241394,175.0,107.0
Mo3Te4,0.014946413,0.6833977699279785,176.0,149.0
CuCr0.98Mg0.02O2,0.014529805,0.7379687428474426,177.0,11.0
Tl2GeTe5,0.011610217,0.6281106472015381,178.0,196.0
Mo6Te7S,0.011602871,0.7101492285728455,179.0,79.0
Nd2CuO4,0.011049908,0.7025308012962341,180.0,101.0
CuCr0.99Mg0.01O2,0.01097686,0.7303230166435242,181.0,25.0
La0.8Sr0.2CoO3,0.00788839,0.696982204914093,182.0,112.0
Nd2Cu0.98Ni0.02O4,0.007630344,0.6747786998748779,183.0,162.0
Mo6Te6S2,0.006182272,0.713738203048706,184.0,70.0
CuCrO2,0.00617642,0.7370547652244568,185.0,15.0
Nd2Cu0.98Zn0.02O4,0.005420334,0.7108502984046936,186.0,77.0
Sr4.5Nb4.5O15.5,0.003877551,0.6772010922431946,187.0,160.0
Sm0.5Ca0.5MnO3,0.001753013,0.7156453132629395,188.0,64.0
ZnO,0.000749156,0.7289549708366394,189.0,28.0
Sm1.7Ca0.3MnO3,0.000528343,0.7095708847045898,190.0,82.0
LaCoO3,0.000314602,0.8121435046195984,191.0,1.0
KBi6.33S10,8.74126e-05,0.7456735372543335,192.0,3.0
Tl2Cu2SnTe4,7.28576e-05,0.6650673747062683,193.0,172.0
TlTiPS5,6.76443e-08,0.7023540139198303,194.0,102.0
Ni0.02Zn0.98O,0.0,0.7201222777366638,196.0,50.0
Al0.02Zn0.98O,0.0,0.741824209690094,196.0,5.0
Zn0.9604Al0.0196Ni0.02O,0.0,0.6067787408828735,196.0,197.0
